observation_id,synthetic_source,channel_form,bottom_type,bank_type,habitats_present,natural_debris_present,water_flow,water_aspect,barriers_present,draining_pipes,sewage_discharge,construction_in_stream,impervious_area,riparian_vegetation,vegetation_cuts,overall_ecosystem_quality,synthetic_profile,synthetic_anomaly,synthetic_anomaly_type
REF_0853,generated_prototype,v_shape,natural,unsure,no,yes,slow,clear_transparent,no,no,no,no,both_sides,one_side,no,moderate,moderate,0,none
REF_0854,generated_prototype,flat,artificial,unsure,no,no,slow,altered_color,yes,yes,yes,no,none,none,no,poor,poor,0,none
REF_0855,generated_prototype,flat,natural,laid_stones,no,no,stagnant_intermittent,altered_color,yes,no,unsure,no,one_side,none,yes,poor,poor,0,none
REF_0856,generated_prototype,u_shape,natural,natural,yes,no,unsure,clear_transparent,no,no,no,no,none,both_sides,unsure,good,good,0,none
REF_0857,generated_prototype,flat,natural,natural,yes,yes,dry,clear_transparent,no,no,no,unsure,none,both_sides,no,good,good,0,none
REF_0858,generated_prototype,unsure,natural,artificial,yes,yes,slow,clear_transparent,unsure,no,no,no,none,both_sides,no,good,good,0,none
REF_0860,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0862,generated_prototype,u_shape,natural,laid_stones,yes,no,stagnant_intermittent,muddy_turbid,yes,no,no,no,unsure,one_side,yes,moderate,moderate,0,none
REF_0863,generated_prototype,flat,artificial,laid_stones,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0864,generated_prototype,v_shape,artificial,natural,no,no,stagnant_intermittent,muddy_turbid,yes,yes,no,no,one_side,none,yes,poor,poor,0,none
REF_0866,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,none,both_sides,no,good,good,0,none
REF_0867,generated_prototype,unsure,natural,natural,no,no,unsure,has_foam,yes,unsure,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0868,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0869,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,no,unsure,no,no,none,both_sides,no,good,good,0,none
REF_0870,generated_prototype,flat,unsure,artificial,no,yes,fast,muddy_turbid,yes,no,no,yes,one_side,none,yes,poor,poor,0,none
REF_0873,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0874,generated_prototype,u_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0876,generated_prototype,v_shape,natural,laid_stones,no,yes,stagnant_intermittent,clear_transparent,no,no,yes,unsure,both_sides,both_sides,unsure,moderate,moderate,0,none
REF_0880,generated_prototype,flat,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0881,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,unsure,both_sides,no,good,good,0,none
REF_0882,generated_prototype,u_shape,natural,unsure,yes,yes,slow,altered_color,no,unsure,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0883,generated_prototype,u_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0887,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,none,both_sides,no,good,good,0,none
REF_0888,generated_prototype,u_shape,natural,artificial,no,no,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,one_side,no,moderate,moderate,0,none
REF_0889,generated_prototype,flat,natural,natural,yes,no,fast,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0890,generated_prototype,u_shape,natural,natural,yes,yes,slow,muddy_turbid,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0891,generated_prototype,flat,unsure,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0892,generated_prototype,u_shape,artificial,natural,yes,no,fast,has_foam,no,yes,yes,yes,both_sides,one_side,no,poor,poor,0,none
REF_0893,generated_prototype,flat,artificial,artificial,no,yes,stagnant_intermittent,muddy_turbid,yes,no,no,yes,one_side,none,yes,poor,poor,0,none
REF_0894,generated_prototype,flat,natural,natural,yes,no,slow,clear_transparent,no,unsure,no,no,both_sides,one_side,unsure,moderate,moderate,0,none
REF_0895,generated_prototype,u_shape,natural,artificial,yes,yes,fast,altered_color,yes,yes,yes,no,one_side,none,no,poor,poor,0,none
REF_0897,generated_prototype,v_shape,artificial,artificial,yes,yes,fast,muddy_turbid,yes,yes,yes,yes,one_side,one_side,yes,poor,poor,0,none
REF_0898,generated_prototype,v_shape,natural,artificial,yes,yes,fast,clear_transparent,yes,no,no,no,both_sides,both_sides,no,moderate,moderate,0,none
REF_0900,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0901,generated_prototype,v_shape,natural,natural,yes,yes,stagnant_intermittent,clear_transparent,no,yes,no,no,none,both_sides,yes,moderate,moderate,0,none
REF_0902,generated_prototype,flat,natural,laid_stones,yes,yes,dry,has_foam,yes,yes,no,yes,both_sides,none,yes,poor,poor,0,none
REF_0903,generated_prototype,u_shape,artificial,natural,yes,yes,fast,clear_transparent,yes,no,no,unsure,both_sides,both_sides,yes,moderate,moderate,0,none
REF_0904,generated_prototype,flat,artificial,artificial,yes,no,slow,altered_color,no,no,no,yes,one_side,both_sides,yes,moderate,moderate,0,none
REF_0906,generated_prototype,u_shape,artificial,artificial,no,no,dry,altered_color,unsure,unsure,no,yes,unsure,one_side,yes,poor,poor,0,none
REF_0907,generated_prototype,flat,natural,natural,no,yes,fast,clear_transparent,yes,no,no,yes,none,both_sides,no,moderate,moderate,0,none
REF_0909,generated_prototype,v_shape,natural,laid_stones,yes,no,fast,unsure,unsure,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0910,generated_prototype,u_shape,artificial,laid_stones,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,unsure,no,moderate,moderate,0,none
REF_0913,generated_prototype,v_shape,natural,natural,yes,yes,slow,clear_transparent,yes,no,no,no,both_sides,one_side,no,moderate,moderate,0,none
REF_0914,generated_prototype,flat,artificial,natural,yes,no,stagnant_intermittent,altered_color,yes,no,yes,yes,both_sides,both_sides,yes,poor,poor,0,none
REF_0915,generated_prototype,u_shape,artificial,unsure,yes,yes,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0916,generated_prototype,v_shape,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0917,generated_prototype,v_shape,natural,unsure,yes,no,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0918,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0919,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,unsure,no,no,no,none,one_side,no,moderate,moderate,0,none
REF_0920,generated_prototype,flat,natural,natural,yes,yes,fast,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0922,generated_prototype,u_shape,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0923,generated_prototype,u_shape,natural,unsure,yes,yes,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0925,generated_prototype,u_shape,artificial,natural,no,no,stagnant_intermittent,muddy_turbid,no,no,no,yes,none,one_side,no,moderate,moderate,0,none
REF_0926,generated_prototype,flat,natural,natural,yes,no,fast,clear_transparent,no,no,no,unsure,unsure,both_sides,no,moderate,moderate,0,none
REF_0930,generated_prototype,v_shape,natural,artificial,no,yes,slow,unsure,yes,no,no,yes,one_side,both_sides,no,moderate,moderate,0,none
REF_0934,generated_prototype,v_shape,natural,artificial,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,one_side,both_sides,no,good,good,0,none
REF_0935,generated_prototype,flat,natural,natural,yes,no,stagnant_intermittent,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0936,generated_prototype,u_shape,natural,natural,yes,no,slow,clear_transparent,no,no,no,no,none,both_sides,no,good,good,0,none
REF_0937,generated_prototype,u_shape,artificial,artificial,yes,yes,slow,muddy_turbid,no,no,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0940,generated_prototype,u_shape,unsure,natural,yes,yes,fast,clear_transparent,unsure,no,no,no,none,both_sides,no,moderate,moderate,0,none
REF_0942,generated_prototype,v_shape,artificial,natural,yes,yes,fast,clear_transparent,unsure,no,no,no,one_side,both_sides,yes,moderate,moderate,0,none
REF_0943,generated_prototype,flat,natural,natural,yes,yes,slow,clear_transparent,no,no,no,no,none,one_side,no,good,good,0,none
REF_0944,generated_prototype,flat,artificial,artificial,no,yes,stagnant_intermittent,muddy_turbid,yes,no,no,no,one_side,one_side,yes,moderate,moderate,0,none
REF_0948,generated_prototype,flat,artificial,laid_stones,yes,yes,stagnant_intermittent,has_foam,yes,yes,no,yes,one_side,both_sides,yes,poor,poor,0,none
REF_0950,generated_prototype,v_shape,natural,laid_stones,yes,yes,fast,clear_transparent,unsure,no,no,no,unsure,both_sides,no,good,good,0,none
